id,domain,year,month,label,split
1199169001764487168,food,2019,11,1,train
1242678698131828737,beauty,2020,3,1,train
1041684341804466176,food,2018,9,1,train
951450568999944192,food,2018,1,1,train
1325518293315293184,food,2020,11,0,train
1380586470445084674,fitness,2021,4,0,train
1000065316515401728,beauty,2018,5,0,train
1139428085021990912,food,2019,6,0,train
1315729200347860992,food,2020,10,0,train
1404723809484042243,food,2021,6,0,train
1315742295648591874,food,2020,10,1,train
1075228274412974080,food,2018,12,1,train
1238408881778364417,food,2020,3,1,train
1334221250688921633,food,2020,12,1,train
1092008834527387649,food,2019,2,1,train
1079876389455753217,food,2018,12,1,train
1082834694763364352,beauty,2019,1,0,train
1214213080063844352,travel,2020,1,0,train
1090788320886571010,food,2019,1,0,train
1161706915497308160,food,2019,8,0,train
1178642341432844288,travel,2019,9,0,train
1251527402578116614,tech,2020,4,0,val
1155525328347025411,food,2019,7,1,train
1333341069749202944,tech,2020,11,1,train
1293337877192019969,food,2020,8,0,train
1258966767818477568,travel,2020,5,0,train
1349083707475374083,food,2021,1,0,train
1014556960241446913,beauty,2018,7,0,train
1190895034410901505,food,2019,11,1,train
1283762792282165250,tech,2020,7,0,val
1276644442196381699,food,2020,6,0,train
1120027921668820995,lifestyle,2019,4,0,val
1111618225215848453,beauty,2019,3,0,train
818283939211001860,lifestyle,2017,1,1,train
1116706309561364480,food,2019,4,0,train
722791037329084416,lifestyle,2016,4,0,train
1302389805695680512,beauty,2020,9,1,train
1163784116028039169,travel,2019,8,1,train
1122150679169028096,food,2019,4,0,train
1056878817069883392,lifestyle,2018,10,1,val
1218210877968654337,beauty,2020,1,0,train
1263342900697427968,food,2020,5,1,train
1399735025428484099,tech,2021,6,1,val
1324773330059206658,beauty,2020,11,0,train
764810126708453377,food,2016,8,1,train
1138691194664423424,beauty,2019,6,1,train
1096807843792064514,beauty,2019,2,0,train
1112662315827150854,travel,2019,4,0,train
1199401478059909120,food,2019,11,1,train
1091070165679329281,food,2019,1,0,train
1347192475824185344,food,2021,1,0,train
1076431688501284866,fitness,2018,12,1,val
764086595616067584,food,2016,8,0,train
1194857514656944128,food,2019,11,1,train
1201558956818227200,lifestyle,2019,12,1,val
1075100860676485120,lifestyle,2018,12,1,train
1022021396111732737,food,2018,7,1,train
944226471287185409,food,2017,12,1,train
740234310804873217,fitness,2016,6,1,train
1140838024999137280,beauty,2019,6,0,train
1339246477177184265,tech,2020,12,0,train
1113095277118926849,food,2019,4,0,train
1319226403120947200,food,2020,10,0,train
1396070100302635010,food,2021,5,0,train
1339028876689879041,food,2020,12,0,train
1366718502783090693,travel,2021,3,1,train
1039733934244945922,food,2018,9,1,train
1405117196343267338,food,2021,6,0,train
1367985595235074050,food,2021,3,0,train
1272952222268174336,tech,2020,6,0,val
1267640255924101120,food,2020,6,0,train
1392577695284871176,fitness,2021,5,1,train
1373577659947618304,fitness,2021,3,1,train
1195215199562653696,food,2019,11,1,train
1247990089235550209,travel,2020,4,0,train
1215712858220191745,travel,2020,1,1,train
986891477677731840,food,2018,4,1,train
1070132201520619521,food,2018,12,1,train
1171091031057674242,travel,2019,9,1,train
1383257014839570439,food,2021,4,0,train
843448130238668800,lifestyle,2017,3,0,train
1411302984009404417,food,2021,7,0,train
1091243792794042368,food,2019,2,0,train
1267569908348407809,food,2020,6,1,train
995979651825782784,food,2018,5,1,train
1321617924147220480,food,2020,10,1,train
1108913336882728960,food,2019,3,0,train
1303724175291559937,food,2020,9,0,train
1389217105078198276,tech,2021,5,0,val
1313420297572417537,tech,2020,10,0,train
1091284066354249728,food,2019,2,0,train
882808247966613504,beauty,2017,7,1,train
1079838667798167552,food,2018,12,1,train
1405435357286469632,food,2021,6,1,train
1197731359319420928,food,2019,11,1,train
1199047349248708608,lifestyle,2019,11,1,val
1047898621587415041,food,2018,10,0,train
1003690782778429440,beauty,2018,6,1,train
1048082830788624384,food,2018,10,0,train
889454471356534784,fitness,2017,7,0,val
1415274039484977154,food,2021,7,0,train
1337065024045641733,travel,2020,12,1,train
1223316807362252802,travel,2020,1,0,train
1322524794282233856,travel,2020,10,1,train
1121731643641872384,travel,2019,4,1,train
1271802060707631105,tech,2020,6,0,val
1320387163167535105,tech,2020,10,0,val
1308566718558674952,travel,2020,9,1,train
1395453807849480199,food,2021,5,0,train
1261638808711450635,travel,2020,5,0,train
1224063670432542720,travel,2020,2,1,train
1371779429001687047,food,2021,3,0,train
1094298921839587329,food,2019,2,1,train
1348835477768577025,food,2021,1,0,train
1281012680980074497,food,2020,7,1,train
1235263901278892033,travel,2020,3,1,train
1105983419639574528,food,2019,3,0,train
1118745992281690112,food,2019,4,0,train
963680533858398208,food,2018,2,1,train
1130843836358496256,food,2019,5,0,train
1350229396750278657,food,2021,1,1,train
1055289019288961024,food,2018,10,0,train
1113686688532979712,food,2019,4,0,train
600708484645040128,fitness,2015,5,1,train
1280030302426017793,lifestyle,2020,7,1,train
1226596438597152769,lifestyle,2020,2,1,train
1084990952723361792,food,2019,1,0,train
1322883089438224386,travel,2020,11,1,train
1387821342335115267,lifestyle,2021,4,1,train
1189553976829714434,travel,2019,10,1,train
1395474074856566784,lifestyle,2021,5,0,val
1237536922844557312,travel,2020,3,1,train
1199117965049786368,food,2019,11,0,train
1419945557653483522,food,2021,7,1,train
1052778246478155776,food,2018,10,0,train
1231940150864728065,food,2020,2,1,train
1276655494002692096,fitness,2020,6,1,train
986317444045295617,lifestyle,2018,4,1,train
941978999928115200,food,2017,12,1,train
1308572598687674370,travel,2020,9,1,train
1290871915586805760,food,2020,8,0,train
1057072882004705280,food,2018,10,0,train
893243864886136832,beauty,2017,8,0,train
936359360988450816,beauty,2017,11,0,train
1276582329121673218,food,2020,6,0,train
1141074027617955840,lifestyle,2019,6,1,val
1335310718862827525,food,2020,12,0,train
937505761348980736,beauty,2017,12,1,val
1175682402842226688,travel,2019,9,1,train
1149070557440331778,travel,2019,7,1,train
1388252077701443584,travel,2021,4,0,train
1024228260564086784,lifestyle,2018,7,1,train
1397823074733596674,travel,2021,5,1,train
975046625046515713,fitness,2018,3,1,train
1329437998392414214,food,2020,11,0,train
1359548490205036559,tech,2021,2,0,val
1315654259669692418,food,2020,10,1,train
1333383625690243073,food,2020,11,1,train
1113704309131239424,food,2019,4,1,train
1328399114497822720,food,2020,11,1,train
967740685079203840,food,2018,2,0,train
1084109335511420930,food,2019,1,0,train
1113779786957119488,food,2019,4,1,train
1401256649264873477,food,2021,6,0,train
970684168781824007,beauty,2018,3,1,train
1267131342862594050,tech,2020,5,1,val
1052279356377260033,food,2018,10,1,train
1314264325331316737,fitness,2020,10,1,train
1397519810259456000,travel,2021,5,0,train
1025381022400229376,food,2018,8,0,val
1373376200899432448,food,2021,3,0,train
1297893876586491906,food,2020,8,0,train
1087994320504979457,food,2019,1,0,train
1121209689524580352,food,2019,4,0,train
1331013074824794112,food,2020,11,1,train
1215655578732724226,lifestyle,2020,1,0,train
1377578538203820035,food,2021,4,0,train
644609009585123329,fitness,2015,9,0,train
1384483843470761984,food,2021,4,0,train
1408389596140904453,food,2021,6,0,train
843908625592700930,lifestyle,2017,3,0,train
1257704499419869185,beauty,2020,5,1,train
1409750401985826819,food,2021,6,0,train
829747637008080896,lifestyle,2017,2,1,train
1402577995429146628,food,2021,6,1,train
1392776202503344132,food,2021,5,1,train
943384708766892032,lifestyle,2017,12,1,val
1371778531483549696,food,2021,3,0,train
1129347218929008640,travel,2019,5,0,train
939908574993702913,food,2017,12,0,train
1203694718976065537,food,2019,12,1,train
1280259028887707652,travel,2020,7,0,train
1223969734619729920,travel,2020,2,1,train
1197628478704648192,food,2019,11,1,train
1385971376692019203,food,2021,4,0,train
1167784567954116608,food,2019,8,1,train
1005097975138410496,food,2018,6,1,train
1212486417118638080,lifestyle,2020,1,1,val
1422835950405685248,tech,2021,8,0,train
1069895638622629888,food,2018,12,1,train
644575397284323330,beauty,2015,9,1,train
1072533024942759942,food,2018,12,1,train
1075258144748658688,food,2018,12,0,train
791377612257886208,fitness,2016,10,1,train
1113608666748477444,food,2019,4,1,train
1147967570429042689,travel,2019,7,0,train
1130843784084951047,food,2019,5,0,train
1337094827314438146,tech,2020,12,0,val
1100935142254804994,food,2019,2,1,train
1199413597161639941,food,2019,11,1,val
1378754594428350464,fitness,2021,4,0,train
941980500960448512,food,2017,12,0,train
1023960781006819328,lifestyle,2018,7,1,train
1333846708757913604,tech,2020,12,0,train
1057073347618660352,food,2018,10,1,train
1324010643209379840,food,2020,11,1,train
1412443743513366536,food,2021,7,0,train
1321122355326914562,food,2020,10,0,train
1338229713165279233,beauty,2020,12,0,train
1331133693780430849,food,2020,11,1,train
1155919786745843712,beauty,2019,7,1,train
1275923462884921344,tech,2020,6,0,val
1151909502075191297,food,2019,7,0,train
1182759386651025409,travel,2019,10,0,train
1113588543505432576,food,2019,4,0,train
1162763693022732294,fitness,2019,8,0,train
1069822656910901249,food,2018,12,1,train
1204982203601444869,food,2019,12,1,train
1124749785011875840,lifestyle,2019,5,0,val
1025786361163526145,fitness,2018,8,1,train
1205980109657690113,beauty,2019,12,1,train
740156287741272064,lifestyle,2016,6,0,train
1042078583328526336,food,2018,9,0,train
1069706901234036737,food,2018,12,0,train
1040681725708431361,food,2018,9,0,train
1168714266486157314,food,2019,9,0,train
1072913018579755009,food,2018,12,1,train
1321617894690738176,food,2020,10,0,train
1204261840621953024,food,2019,12,0,train
1002883622876172288,food,2018,6,0,train
1321209262236979201,food,2020,10,0,train
1192003006943965184,tech,2019,11,1,train
1265288890144915456,travel,2020,5,1,train
1376861935094747144,food,2021,3,0,train
1071056788462673922,food,2018,12,0,train
1049471261267644417,beauty,2018,10,0,train
857355767384592385,beauty,2017,4,1,train
1278652207773163520,tech,2020,7,0,val
1218303057555087360,lifestyle,2020,1,1,train
1327113286677110785,food,2020,11,1,train
1086030524077010945,beauty,2019,1,0,train
1087993957005647872,food,2019,1,0,train
1206646802402791426,beauty,2019,12,1,train
600708964842536960,fitness,2015,5,1,train
1064620646921981953,beauty,2018,11,0,train
1021405128559955968,food,2018,7,1,train
1300429886268403712,food,2020,8,1,train
1264743324478365696,food,2020,5,1,train
1122938876283293698,beauty,2019,4,1,train
1354455828582035463,food,2021,1,0,train
1027076542743158785,food,2018,8,1,train
1213160864787775488,travel,2020,1,1,train
1189971159489503232,beauty,2019,10,0,train
1364681264582823942,food,2021,2,0,train
1237544301820690438,travel,2020,3,0,train
1151579227407495169,tech,2019,7,0,val
1094253646865416192,food,2019,2,0,train
1113593577412734976,food,2019,4,0,train
1280579933186686979,food,2020,7,0,train
1032521221848608768,food,2018,8,0,train
971095487393779713,lifestyle,2018,3,1,train
875732275513708545,fitness,2017,6,1,train
1169566911190970368,tech,2019,9,0,val
1093088661975912448,lifestyle,2019,2,1,val
1420297811317248004,food,2021,7,0,train
1052014076518371339,food,2018,10,1,train
1322881145533616128,travel,2020,11,0,train
932959451862241280,lifestyle,2017,11,0,train
881233530130497538,beauty,2017,7,1,val
1214212557969543170,travel,2020,1,1,train
1322141770935914497,tech,2020,10,0,train
1321928418313834498,food,2020,10,0,train
1274127092633010178,food,2020,6,1,train
1161650310084878336,food,2019,8,0,train
1145658611370287109,food,2019,7,1,train
1110600626105401349,beauty,2019,3,1,train
1111243970418561024,food,2019,3,0,train
1296582238851813378,food,2020,8,0,train
1206646428497371136,beauty,2019,12,1,train
1276115461948792833,travel,2020,6,1,train
1189393389222891520,food,2019,10,1,train
1316377498666532865,tech,2020,10,0,val
956869370009055232,beauty,2018,1,0,train
1281684883195273218,food,2020,7,0,train
1384856809136140292,food,2021,4,0,train
1046162630627545089,travel,2018,9,0,train
1118082733308301312,food,2019,4,0,train
1161008617933422593,travel,2019,8,0,train
1223308250852077569,travel,2020,1,0,train
1404724515125350400,food,2021,6,0,train
1113185906985496576,food,2019,4,0,train
633738744277786625,beauty,2015,8,1,train
1045171794024558592,food,2018,9,1,train
1306342616297091075,food,2020,9,0,train
1197271597687570432,food,2019,11,0,train
1263107660007669764,food,2020,5,1,train
1278814968847220738,food,2020,7,0,train
1196257654705807365,travel,2019,11,1,train
975046802801090560,fitness,2018,3,0,train
1204260708273143809,food,2019,12,1,train
1313239554564841472,lifestyle,2020,10,0,train
1179031938729836545,tech,2019,10,0,val
1176275992727437318,beauty,2019,9,1,train
1371494763548004352,food,2021,3,0,train
1330511796025905153,tech,2020,11,1,train
1173275214375018496,food,2019,9,0,val
1393161951165878272,food,2021,5,1,train
1232455344313339905,travel,2020,2,1,train
1072980776373903361,food,2018,12,1,train
916022092100964352,beauty,2017,10,0,train
1408391511176187907,food,2021,6,0,train
1395341141080485889,tech,2021,5,1,val
1239592301170737160,tech,2020,3,1,val
1372511498279391233,food,2021,3,1,train
634282438336847872,fitness,2015,8,1,val
1187014939912871937,travel,2019,10,0,train
1109400124604723200,food,2019,3,0,train
1400018583728447491,food,2021,6,0,train
1133588023210381317,food,2019,5,0,train
870715527907336192,travel,2017,6,0,train
932204305070870530,lifestyle,2017,11,1,val
1309458905366495232,tech,2020,9,0,train
1022145804058992640,beauty,2018,7,1,train
1274489973589278720,food,2020,6,0,train
1313398840565866496,beauty,2020,10,0,train
1375029423615864837,food,2021,3,1,train
1376086395400425472,fitness,2021,3,1,train
1362307492630396930,food,2021,2,1,train
1052013237959610368,food,2018,10,1,train
1413951132758646786,travel,2021,7,1,train
1114918633518579712,food,2019,4,1,train
1192591593947090944,food,2019,11,1,train
1309497933885313025,tech,2020,9,1,val
1066858109342224385,food,2018,11,1,train
1296556547871571971,food,2020,8,1,train
1404724496536281090,food,2021,6,0,train
879597079852535808,beauty,2017,6,1,train
939498247206457344,food,2017,12,1,train
1079833615478018049,food,2018,12,0,train
1399623094000623617,tech,2021,6,0,train
1297596971700686849,beauty,2020,8,0,train
1278649920103288832,lifestyle,2020,7,1,train
1073441521783980032,food,2018,12,1,train
1402317557516881921,fitness,2021,6,1,train
1377263321762705413,food,2021,3,0,train
1409949914528948227,tech,2021,6,1,val
1403657858156277760,fitness,2021,6,0,train
1050628232196718592,food,2018,10,1,train
632546604201979904,fitness,2015,8,0,train
867743406025572353,fitness,2017,5,1,train
1397493885765525510,food,2021,5,1,train
664244436151341056,fitness,2015,11,1,train
1413463148841996290,food,2021,7,1,train
1259116623539159042,lifestyle,2020,5,1,train
1072075000541265926,travel,2018,12,1,train
1072844537297424385,beauty,2018,12,1,train
692838234989023233,beauty,2016,1,0,train
1232483794617192449,travel,2020,2,1,train
1063169445202399232,beauty,2018,11,0,train
991565541893656576,fitness,2018,5,1,val
1068366688725413888,food,2018,11,0,train
1359365272856104963,food,2021,2,0,train
986953716355010560,food,2018,4,0,train
980110036646100993,food,2018,3,1,train
1381938853146210304,food,2021,4,0,train
1090608031656804352,lifestyle,2019,1,1,train
1376922670076411909,food,2021,3,0,train
1233437657390338048,travel,2020,2,0,train
1363151755639353353,travel,2021,2,0,train
814125419272302592,beauty,2016,12,0,val
1045700350475489280,lifestyle,2018,9,1,train
1209975720606191616,beauty,2019,12,1,train
1188155841888882690,beauty,2019,10,1,train
1317298450988322816,food,2020,10,0,train
1148686927396319232,lifestyle,2019,7,1,train
1175416935665819650,travel,2019,9,0,train
1332563222893895683,food,2020,11,1,train
903592443232301056,lifestyle,2017,9,0,train
1144244335355027458,fitness,2019,6,0,train
1089954032431611909,fitness,2019,1,0,train
967083414884159489,food,2018,2,0,train
1230604800099835915,beauty,2020,2,1,val
942331466909876224,food,2017,12,0,train
1412046496103636999,food,2021,7,0,train
1119675355315486721,food,2019,4,0,train
1329035748880883712,tech,2020,11,1,train
1192123193655517184,travel,2019,11,0,train
1275803536320655360,beauty,2020,6,1,train
1307599349413797888,tech,2020,9,0,train
1195975369867874304,travel,2019,11,1,train
1032519941440917505,food,2018,8,1,train
604984855185772545,fitness,2015,5,0,val
1189996116843978752,food,2019,10,0,train
1395395982439895040,food,2021,5,1,train
939473224898924544,beauty,2017,12,1,val
933794286814027776,beauty,2017,11,0,train
1333462558204891140,food,2020,11,0,train
1320371598654799873,travel,2020,10,1,train
1054454860718977024,fitness,2018,10,1,train
1323588854201372672,tech,2020,11,0,train
1227655533995417601,tech,2020,2,0,val
1370236224619778054,food,2021,3,1,train
1363368655543705600,food,2021,2,0,train
1143116034070712320,lifestyle,2019,6,0,val
1094358277985579009,lifestyle,2019,2,0,val
1267582233231028224,food,2020,6,1,train
1105549403996196864,food,2019,3,0,train
1122838126987304963,travel,2019,4,1,train
1052278675633332227,food,2018,10,0,train
1121093127350042624,fitness,2019,4,0,train
1069803594516520965,food,2018,12,0,train
913768860695834625,fitness,2017,9,0,train
1362040856165941254,tech,2021,2,0,train
1181713460918411266,travel,2019,10,1,train
1313683273541808130,food,2020,10,1,train
1409608745621942339,food,2021,6,0,train
1354241130695712770,food,2021,1,0,train
1341399984726532099,food,2020,12,0,train
1389261745965998083,fitness,2021,5,1,train
1375171509757620230,fitness,2021,3,1,train
1374730976723660801,food,2021,3,0,train
1267636808004907009,food,2020,6,0,train
1186717107326574597,tech,2019,10,0,train
1315756401281708033,food,2020,10,1,train
1229869744758628354,beauty,2020,2,0,train
697382520774483968,lifestyle,2016,2,1,train
1004416442974924800,beauty,2018,6,0,train
933293556890062850,lifestyle,2017,11,0,val
780410483375501316,beauty,2016,9,1,train
1204982541192552448,food,2019,12,1,train
968125209382473731,travel,2018,2,1,train
1115752724396511232,beauty,2019,4,0,train
1171458286794657792,travel,2019,9,1,train
888138660289421312,lifestyle,2017,7,0,train
1132435060546711552,food,2019,5,0,train
1349926086239428610,food,2021,1,0,train
1068370533337702400,food,2018,11,0,train
1365150523842830341,food,2021,2,1,train
1072553153487405057,food,2018,12,1,train
1395036620986933249,food,2021,5,0,train
1293567139488694274,food,2020,8,0,val
1412746426317119494,food,2021,7,1,train
994253468201377793,beauty,2018,5,1,train
1390503703074021378,food,2021,5,0,train
1392477282825035779,travel,2021,5,1,train
972160683734388736,food,2018,3,1,train
1145729271161380864,travel,2019,7,0,train
1376655604702449666,fitness,2021,3,0,train
1116337529744179200,lifestyle,2019,4,1,train
1138402678613131265,food,2019,6,0,train
1368002218339745793,food,2021,3,1,train
1027076597298458624,food,2018,8,0,train
1121485424524791809,beauty,2019,4,1,train
761917506462162946,fitness,2016,8,1,train
1381570983098777601,tech,2021,4,0,val
913063923313709056,lifestyle,2017,9,1,train
897866834275336195,lifestyle,2017,8,1,train
1006278521784885250,lifestyle,2018,6,0,train
1199681406890323970,lifestyle,2019,11,1,train
1141133855350378496,beauty,2019,6,1,train
1396466132228399113,tech,2021,5,0,val
1363954461224402947,food,2021,2,0,train
1418443702398193668,food,2021,7,1,train
1385966494518030341,food,2021,4,0,train
1238502734934028289,tech,2020,3,0,val
1143832775881121793,lifestyle,2019,6,0,train
598214887710425088,beauty,2015,5,1,train
789846397155680256,fitness,2016,10,1,train
1072666402769829888,food,2018,12,1,train
977247590151573507,lifestyle,2018,3,0,train
1069897883456020482,lifestyle,2018,12,1,train
1363534242966360066,tech,2021,2,0,val
1195755773533405184,food,2019,11,0,train
1290324098590167040,tech,2020,8,1,val
601476875903438850,beauty,2015,5,1,train
1421814350583681025,fitness,2021,8,1,train
632747499027980288,fitness,2015,8,0,train
1206053488389525504,food,2019,12,1,train
1232480487504900097,travel,2020,2,1,train
1313463133948850179,beauty,2020,10,0,train
1389185481020252160,tech,2021,5,1,val
1321137466229854208,food,2020,10,0,train
1154066957257334784,food,2019,7,1,train
1209974540584927232,beauty,2019,12,1,train
1188151660217954304,food,2019,10,0,train
1184602399303962630,beauty,2019,10,0,train
1243299732883222530,travel,2020,3,0,train
1217650902569537537,travel,2020,1,1,train
1050214676947247104,food,2018,10,1,train
1049716212605874176,food,2018,10,0,train
1058528059333193728,beauty,2018,11,0,train
1046049310377476105,fitness,2018,9,0,train
1298613963567935488,food,2020,8,1,train
939133241574985728,food,2017,12,1,train
1400139065282990080,travel,2021,6,1,train
1093577652735275008,fitness,2019,2,1,train
9.23235E+17,lifestyle,2017,10,0,train
1122820173281492992,travel,2019,4,1,train
1252682062261297154,travel,2020,4,1,train
1109001787460251650,lifestyle,2019,3,1,train
1052789844781539328,food,2018,10,1,train
1204929660313841664,travel,2019,12,0,train
1368257081481043969,fitness,2021,3,1,train
1412718017818120192,lifestyle,2021,7,0,val
868227129317707776,lifestyle,2017,5,1,train
1296622559228723202,beauty,2020,8,0,train
1403360758336000005,tech,2021,6,0,val
1231596529422458880,food,2020,2,0,train
976164754602459136,lifestyle,2018,3,1,val
1330579910096719873,travel,2020,11,0,train
1334861430739398661,food,2020,12,0,train
1228276186939297793,food,2020,2,0,train
1138995548919345153,beauty,2019,6,0,train
1381714296376225792,food,2021,4,0,train
970657013133869056,beauty,2018,3,1,train
1192119469373579264,travel,2019,11,1,train
1181953875005202432,beauty,2019,10,0,train
989424349651357696,food,2018,4,1,train
1327403667138482177,food,2020,11,1,train
1128304844480159750,travel,2019,5,0,train
1354161285521416193,food,2021,1,1,train
1107910370377764865,food,2019,3,0,train
939679894870593536,beauty,2017,12,1,val
1269774182918823937,food,2020,6,0,train
1375722818122383362,food,2021,3,1,train
1070071800074301440,food,2018,12,0,train
1222915917614665729,tech,2020,1,0,val
829362255431098371,lifestyle,2017,2,0,train
1202034813290602497,travel,2019,12,1,train
1047597240326508544,food,2018,10,1,train
1422888546654777346,food,2021,8,0,train
943793374162800640,food,2017,12,0,train
966288509744173056,lifestyle,2018,2,0,train
897537979912269824,food,2017,8,0,train
1175097360759820290,travel,2019,9,1,train
1232484147039367169,travel,2020,2,0,train
1161231150544838656,food,2019,8,1,train
853645443930214401,lifestyle,2017,4,0,train
1194786024469041152,food,2019,11,1,train
1315726681592795137,food,2020,10,0,train
1340331571832885251,lifestyle,2020,12,0,val
1197730324332965889,food,2019,11,1,train
1073267854806523904,food,2018,12,1,train
1181953349811261440,beauty,2019,10,1,train
1141087483318476801,beauty,2019,6,1,train
1193602444787404803,travel,2019,11,1,train
1073771187547856896,food,2018,12,1,train
1387773474295398408,lifestyle,2021,4,1,train
1369869770628112386,tech,2021,3,1,val
1389876525386936323,food,2021,5,0,train
1357392781145223169,food,2021,2,1,train
954399803743588352,food,2018,1,0,train
1378316604325388288,food,2021,4,0,train
1047715651652083717,food,2018,10,1,train
1364196014505213952,fitness,2021,2,1,train
1384909572859703305,food,2021,4,1,train
1252214259834130432,lifestyle,2020,4,0,train
1255159890412212224,tech,2020,4,1,val
1271986011241951233,travel,2020,6,1,train
1075142748464922624,food,2018,12,0,train
1372150735115231234,food,2021,3,1,train
1241718429532520449,food,2020,3,0,train
1317219302538313728,fitness,2020,10,0,train
980846984960540672,travel,2018,4,1,train
1354145923128057861,food,2021,1,0,train
931257211468304384,beauty,2017,11,0,train
1172128240414154752,travel,2019,9,1,train
1369311991848984592,food,2021,3,1,train
1207759535986876417,travel,2019,12,1,train
1318724928422711296,travel,2020,10,1,train
1062914346962034688,food,2018,11,0,train
866738814022234112,beauty,2017,5,0,train
1378710949553528837,food,2021,4,0,train
1140054761200181248,beauty,2019,6,0,train
1048856996131352576,beauty,2018,10,0,train
1316728797970993154,travel,2020,10,0,train
980107234700152832,food,2018,3,0,train
1373265724349685765,food,2021,3,0,train
1059704811002695682,food,2018,11,0,train
1180830161652060160,travel,2019,10,1,train
1379757892690079747,food,2021,4,1,train
1168706722732658694,food,2019,9,1,train
1011418615017504768,beauty,2018,6,1,train
962347274914451456,food,2018,2,1,train
720595323052298240,fitness,2016,4,1,val
1365210508949741571,beauty,2021,2,1,train
1120358874077454336,beauty,2019,4,1,train
1151481934213734400,travel,2019,7,1,train
994640479215083521,fitness,2018,5,1,train
1361686238776934405,tech,2021,2,0,train
1390347883065532416,food,2021,5,0,train
1331627322097750018,tech,2020,11,1,train
1010111195557310464,food,2018,6,1,train
1276549598027362309,food,2020,6,1,train
1187127041969147904,beauty,2019,10,1,train
1204256098288463872,food,2019,12,1,train
1049479204386029568,food,2018,10,1,train
948907036347125760,beauty,2018,1,0,val
1171827767429779456,food,2019,9,0,train
1324008433004220416,food,2020,11,0,train
1107732439126937601,food,2019,3,1,train
1210543178388058113,lifestyle,2019,12,0,train
1324026456641544193,food,2020,11,1,train
1146662473543671808,food,2019,7,0,train
1412881754025758728,food,2021,7,1,train
720152104355110912,food,2016,4,0,train
1006582097560133633,beauty,2018,6,1,train
1028149206022856704,food,2018,8,0,train
1163918988616916992,travel,2019,8,0,train
1217894451072446465,travel,2020,1,0,train
1283119688361418753,tech,2020,7,0,val
1021603918059630593,travel,2018,7,0,train
1184425282654134273,tech,2019,10,0,train
852236175301636096,beauty,2017,4,1,val
1080173070072057856,food,2019,1,0,train
1370363879683813376,food,2021,3,0,train
1290694865584447488,beauty,2020,8,1,train
1315333951469367297,food,2020,10,1,train
1092026448838311936,food,2019,2,1,train
1097695492367106048,food,2019,2,0,train
959477814197178370,beauty,2018,2,1,train
1072854596333105152,beauty,2018,12,0,train
1088366491228139528,food,2019,1,1,train
1055792318966648833,lifestyle,2018,10,1,train
1322024398803603456,food,2020,10,1,train
1206646450454585344,beauty,2019,12,1,train
1036662554741878784,lifestyle,2018,9,1,train
1223097378418249728,food,2020,1,1,train
894538780203462657,fitness,2017,8,1,val
1380128315902717961,food,2021,4,0,train
835132430747119617,beauty,2017,2,0,val
1191822905916739584,travel,2019,11,1,train
939148396711071744,food,2017,12,1,train
1379765972488310784,food,2021,4,0,train
1270383063353057281,food,2020,6,0,train
1320519370347479040,food,2020,10,0,train
944583473062449153,lifestyle,2017,12,0,val
1344735240326176769,tech,2020,12,0,val
1264652988196376576,food,2020,5,0,train
1225778078560878593,food,2020,2,1,train
1009132683547594754,lifestyle,2018,6,1,val
1017482063975510017,beauty,2018,7,0,train
1022347750271270912,food,2018,7,0,train
1361437395355320322,food,2021,2,0,train
1213236304818921473,travel,2020,1,1,train
1280974584913833987,food,2020,7,1,train
903598950657208325,beauty,2017,9,0,train
1356850452432904192,tech,2021,2,1,train
1121852644945883136,beauty,2019,4,0,train
1044805880640929792,food,2018,9,0,train
1158034505124503558,travel,2019,8,1,train
1021947495927218176,food,2018,7,0,train
1382325249484726275,food,2021,4,0,train
1057071813220556802,food,2018,10,1,train
857277885287215104,fitness,2017,4,1,val
1031726881689804800,food,2018,8,0,train
1217176332444086274,travel,2020,1,0,train
1052092955648032768,food,2018,10,0,train
973226261433733121,lifestyle,2018,3,0,train
1331811970190876673,tech,2020,11,0,val
1258226489281122311,travel,2020,5,0,train
1224394293466451968,beauty,2020,2,0,train
1107847067538460672,food,2019,3,1,train
1328987096586080257,tech,2020,11,0,train
1313937844419862528,food,2020,10,1,train
1151123089448689666,beauty,2019,7,1,train
1342930723163025408,tech,2020,12,1,val
1331007241428873217,food,2020,11,0,train
1291359705193943042,travel,2020,8,1,train
1264947644016627712,food,2020,5,0,train
1166356905037631489,travel,2019,8,1,train
1091294133854064640,food,2019,2,1,train
1070603813478952960,food,2018,12,1,train
989424282416697344,food,2018,4,0,train
901504947086405635,food,2017,8,0,train
1208149336070205440,food,2019,12,1,train
1212206813417893888,travel,2020,1,0,val
1267826591448481793,food,2020,6,0,train
1093105529419894784,beauty,2019,2,1,train
822310248266375168,fitness,2017,1,1,val
1133282174050942976,lifestyle,2019,5,0,train
1270022985399877633,tech,2020,6,0,val
1398301870649659400,fitness,2021,5,1,train
1286088906899939328,food,2020,7,1,train
1349536845890203655,travel,2021,1,0,train
1385971471772704774,food,2021,4,0,train
1372290293127639042,fitness,2021,3,1,train
1016922035006697472,food,2018,7,0,train
1392776529440956418,food,2021,5,1,train
1375014865283129348,food,2021,3,0,train
1073824030141136899,food,2018,12,1,train
1083246159311691776,beauty,2019,1,1,train
925443934679175168,beauty,2017,10,0,train
1206273632072282112,beauty,2019,12,1,train
